county_ansi,year,pcp_win,pcp_prevND,tmin04,tmin05,tmin09,tmin10,tmax07,tmax08,tmax_jja,pdsi06,pdsi07,pdsi08,pdsi_jja,pdsi_may,zndx07,zndx08,zndx_jja
001,2025,1.8599999999999999,4.84,39.0,46.3,54.2,45.5,84.9,81.4,83.3,0.44,2.13,0.01,0.8599999999999999,-0.98,5.2,0.04,2.186666666666667
001,2026,1.86,1.6600000000000001,41.8,46.8,,,87.5,82.5,83.73333333333333,0.7,0.0,1.1,0.6,0.41,-0.78,2.32,0.8433333333333333
003,1895,,,40.6,49.3,55.1,32.2,83.1,84.2,83.16666666666667,0.84,0.87,1.19,0.9666666666666667,-0.4,0.35,1.21,1.3633333333333333
003,1896,2.06,2.5700000000000003,42.4,54.3,47.0,34.1,84.4,82.4,82.76666666666667,0.48,2.17,2.5,1.7166666666666668,0.88,5.22,1.65,1.9866666666666664
003,1897,2.6300000000000003,1.8900000000000001,36.0,44.8,57.2,43.6,87.4,80.9,83.2,-0.47,-0.78,-1.2,-0.8166666666666668,-0.47,-1.07,-1.51,-0.9033333333333333
003,1898,4.35,1.6,35.6,48.9,53.5,37.3,84.9,86.4,84.4,-1.81,-1.65,-2.18,-1.8800000000000001,-2.32,-0.09,-2.09,-0.45666666666666655
003,1899,1.5299999999999998,1.9,35.4,49.4,48.7,43.8,86.5,85.8,84.63333333333333,0.34,0.85,0.88,0.69,0.71,1.64,0.34,0.36666666666666664
003,1900,3.21,2.63,40.2,51.2,52.5,47.1,87.6,88.7,86.56666666666666,-1.9,0.35,0.02,-0.5099999999999999,-1.29,1.05,-0.87,-0.68
003,1901,2.0700000000000003,0.69,36.8,47.4,51.6,41.6,96.6,88.3,90.0,-0.06,-0.58,-1.63,-0.7566666666666665,-0.19,-1.58,-3.33,-1.5233333333333334
003,1902,2.64,2.3200000000000003,34.3,52.9,46.9,41.4,82.8,79.4,79.2,1.07,2.81,3.6,2.4933333333333336,0.18,5.53,3.26,3.846666666666667
003,1903,3.6799999999999997,4.41,38.3,51.1,49.1,39.9,84.6,79.1,79.63333333333334,3.62,3.27,5.02,3.97,4.19,0.08,6.24,1.9733333333333334
003,1904,2.31,0.99,32.2,47.4,52.7,42.3,81.0,81.3,80.2,2.92,3.39,3.22,3.176666666666667,3.62,2.34,0.52,0.62
003,1905,3.83,1.1900000000000002,34.4,46.8,54.8,37.4,81.1,85.4,82.86666666666666,1.64,1.57,1.52,1.5766666666666669,1.48,0.29,0.33,0.5233333333333333
003,1906,2.55,3.27,40.4,48.8,54.5,38.0,83.1,85.7,83.53333333333332,-0.89,-0.84,-1.38,-1.0366666666666666,-0.75,-0.12,-1.88,-0.8833333333333333
003,1907,3.8000000000000003,3.04,29.1,42.2,50.9,37.2,86.1,83.7,82.69999999999999,0.36,1.43,1.82,1.2033333333333334,-1.34,3.31,1.63,2.006666666666667
003,1908,3.96,3.0199999999999996,39.0,48.8,53.7,40.0,84.3,82.3,81.26666666666667,3.4,3.13,3.19,3.2399999999999998,2.89,0.24,1.14,1.2666666666666666
